cloud_cover_mean,shortwave_radiation_sum,et0_fao_evapotranspiration,soil_moisture_0_to_7cm_mean,date
26,28.35,4.73,0.322,2021-05-23
28,29.53,5.54,0.287,2021-05-24
2,30.03,5.53,0.269,2021-05-25
21,29.55,5.66,0.246,2021-05-26
53,27.97,5.53,0.224,2021-05-27
65,21.56,4.19,0.214,2021-05-28
94,13.35,2.27,0.322,2021-05-29
53,21.79,4.09,0.349,2021-05-30
80,17.34,2.96,0.318,2021-05-31
71,18.22,3.04,0.325,2021-06-01
66,19.55,2.92,0.345,2021-06-02
93,13.09,2.25,0.351,2021-06-03
67,16.89,2.77,0.354,2021-06-04
63,10.17,1.83,0.34,2021-06-05
13,26.7,4.59,0.319,2021-06-06
17,27.64,4.98,0.285,2021-06-07
78,16.72,3.25,0.265,2021-06-08
26,26.74,4.85,0.259,2021-06-09
36,25.44,4.7,0.248,2021-06-10
60,24.59,4.54,0.246,2021-06-11
72,17.52,3.3,0.261,2021-06-12
30,25.13,4.66,0.273,2021-06-13
78,17.21,3.08,0.3,2021-06-14
56,21.91,3.73,0.36,2021-06-15
66,22.61,3.96,0.327,2021-06-16
44,21.51,3.7,0.32,2021-06-17
36,24.34,4.54,0.305,2021-06-18
54,21.69,4.05,0.288,2021-06-19
69,23.31,4.5,0.278,2021-06-20
84,16.32,3.2,0.285,2021-06-21
80,19.47,3.71,0.309,2021-06-22
26,26.33,4.99,0.298,2021-06-23
40,23.96,4.61,0.291,2021-06-24
40,25.93,4.91,0.285,2021-06-25
54,21.49,4.11,0.348,2021-06-26
25,25.51,4.92,0.317,2021-06-27
24,25.28,4.94,0.297,2021-06-28
23,28.61,5.61,0.281,2021-06-29
0,30.55,6.13,0.26,2021-06-30
1,30.06,6.25,0.245,2021-07-01
21,27.16,5.78,0.23,2021-07-02
89,15.92,3.16,0.278,2021-07-03
83,10.17,1.89,0.425,2021-07-04
48,22.33,4.07,0.397,2021-07-05
47,23.44,4.46,0.376,2021-07-06
66,20.1,3.76,0.374,2021-07-07
80,13.0,2.57,0.408,2021-07-08
13,26.87,5.26,0.389,2021-07-09
9,27.2,5.34,0.362,2021-07-10
30,23.47,4.5,0.351,2021-07-11
45,27.48,5.33,0.339,2021-07-12
28,25.72,5.02,0.328,2021-07-13
18,23.68,4.65,0.316,2021-07-14
38,28.12,5.73,0.302,2021-07-15
0,29.54,5.95,0.287,2021-07-16
3,27.96,5.92,0.279,2021-07-17
9,26.92,5.81,0.26,2021-07-18
13,26.77,5.89,0.253,2021-07-19
29,25.65,5.38,0.241,2021-07-20
31,24.89,5.05,0.226,2021-07-21
48,20.72,3.7,0.238,2021-07-22
48,20.6,3.87,0.262,2021-07-23
12,28.39,5.37,0.25,2021-07-24
21,28.8,5.61,0.225,2021-07-25
45,18.75,3.59,0.232,2021-07-26
23,22.91,4.61,0.257,2021-07-27
1,28.28,5.89,0.253,2021-07-28
0,28.49,5.77,0.232,2021-07-29
0,27.98,5.91,0.22,2021-07-30
1,27.59,5.84,0.206,2021-07-31
0,28.48,5.9,0.198,2021-08-01
0,27.93,5.78,0.183,2021-08-02
0,28.0,5.92,0.181,2021-08-03
1,27.23,5.78,0.16,2021-08-04
6,26.61,5.65,0.156,2021-08-05
20,27.3,6.05,0.145,2021-08-06
95,12.09,2.74,0.18,2021-08-07
68,16.21,3.18,0.24,2021-08-08
46,19.21,3.82,0.251,2021-08-09
65,20.98,4.22,0.238,2021-08-10
86,17.03,3.28,0.314,2021-08-11
69,18.54,3.5,0.303,2021-08-12
76,19.07,3.79,0.284,2021-08-13
55,18.29,3.56,0.262,2021-08-14
11,24.08,4.53,0.243,2021-08-15
8,25.3,4.81,0.226,2021-08-16
0,24.65,4.98,0.208,2021-08-17
8,25.41,5.07,0.196,2021-08-18
55,20.2,4.01,0.189,2021-08-19
58,15.1,2.94,0.221,2021-08-20
9,25.65,4.82,0.21,2021-08-21
19,22.95,4.5,0.197,2021-08-22
23,23.78,4.71,0.188,2021-08-23
0,25.36,4.96,0.176,2021-08-24
4,24.42,5.05,0.165,2021-08-25
27,21.07,4.38,0.156,2021-08-26
6,22.92,4.93,0.147,2021-08-27
14,21.91,4.82,0.141,2021-08-28
9,22.51,5.0,0.136,2021-08-29
9,22.87,4.8,0.135,2021-08-30
40,20.06,4.18,0.133,2021-08-31
55,14.65,3.05,0.14,2021-09-01
47,16.03,2.85,0.179,2021-09-02
55,16.96,3.02,0.262,2021-09-03
46,21.61,3.94,0.25,2021-09-04
46,16.99,3.21,0.234,2021-09-05
28,20.58,4.19,0.212,2021-09-06
11,23.18,4.32,0.195,2021-09-07
0,23.01,4.28,0.179,2021-09-08
4,22.42,4.31,0.166,2021-09-09
58,15.46,2.96,0.166,2021-09-10
60,12.04,2.27,0.191,2021-09-11
39,21.24,3.91,0.183,2021-09-12
26,20.13,3.78,0.173,2021-09-13
69,17.8,3.35,0.171,2021-09-14
99,5.26,1.14,0.212,2021-09-15
67,11.19,2.14,0.267,2021-09-16
11,20.31,3.55,0.248,2021-09-17
22,19.6,3.75,0.234,2021-09-18
50,15.53,2.89,0.255,2021-09-19
32,17.86,3.43,0.293,2021-09-20
78,8.96,1.7,0.293,2021-09-21
94,6.38,1.19,0.316,2021-09-22
92,5.52,0.98,0.353,2021-09-23
60,10.53,1.72,0.341,2021-09-24
55,8.9,1.62,0.316,2021-09-25
24,18.3,3.09,0.303,2021-09-26
8,18.76,3.23,0.284,2021-09-27
32,16.36,2.8,0.267,2021-09-28
71,11.18,2.0,0.26,2021-09-29
33,13.69,2.24,0.268,2021-09-30
79,7.15,1.33,0.271,2021-10-01
39,15.99,2.59,0.265,2021-10-02
73,10.96,1.81,0.273,2021-10-03
83,9.13,1.58,0.266,2021-10-04
55,12.32,1.96,0.266,2021-10-05
70,8.38,1.45,0.268,2021-10-06
34,15.57,2.57,0.259,2021-10-07
82,15.66,2.6,0.254,2021-10-08
37,14.58,2.56,0.247,2021-10-09
59,13.92,2.47,0.245,2021-10-10
57,14.26,2.56,0.24,2021-10-11
33,14.16,2.85,0.219,2021-10-12
60,10.59,1.99,0.194,2021-10-13
63,13.05,2.22,0.196,2021-10-14
35,14.7,2.64,0.194,2021-10-15
54,10.84,1.97,0.201,2021-10-16
86,5.03,0.96,0.265,2021-10-17
91,6.18,1.07,0.348,2021-10-18
69,8.88,1.5,0.325,2021-10-19
33,10.85,1.67,0.307,2021-10-20
0,14.91,2.3,0.286,2021-10-21
12,14.65,2.38,0.278,2021-10-22
7,14.32,2.31,0.269,2021-10-23
66,8.17,1.37,0.275,2021-10-24
33,12.0,1.66,0.298,2021-10-25
1,14.09,1.89,0.285,2021-10-26
0,13.72,1.98,0.275,2021-10-27
58,11.2,1.65,0.271,2021-10-28
45,10.64,1.65,0.264,2021-10-29
0,13.21,1.84,0.252,2021-10-30
28,12.01,1.78,0.247,2021-10-31
91,5.19,0.98,0.263,2021-11-01
76,11.24,1.65,0.309,2021-11-02
63,9.51,1.59,0.325,2021-11-03
23,12.14,1.9,0.313,2021-11-04
4,12.23,1.83,0.298,2021-11-05
27,11.87,1.91,0.293,2021-11-06
63,10.75,1.69,0.289,2021-11-07
38,11.2,1.89,0.284,2021-11-08
56,10.48,1.75,0.276,2021-11-09
65,7.99,1.18,0.366,2021-11-10
18,11.56,1.43,0.334,2021-11-11
0,11.62,1.49,0.314,2021-11-12
42,11.5,1.52,0.309,2021-11-13
82,10.46,1.42,0.311,2021-11-14
59,10.56,1.49,0.318,2021-11-15
48,9.67,1.22,0.314,2021-11-16
38,10.67,1.33,0.313,2021-11-17
93,8.63,1.1,0.312,2021-11-18
100,2.13,0.4,0.321,2021-11-19
92,3.73,0.64,0.327,2021-11-20
42,9.27,1.2,0.322,2021-11-21
0,10.18,1.33,0.313,2021-11-22
74,8.83,1.25,0.319,2021-11-23
100,2.05,0.42,0.371,2021-11-24
62,5.92,0.75,0.334,2021-11-25
53,9.57,1.19,0.326,2021-11-26
100,5.23,0.76,0.378,2021-11-27
69,5.76,0.95,0.381,2021-11-28
82,4.48,1.26,0.369,2021-11-29
77,5.14,0.8,0.413,2021-11-30
96,4.72,0.67,0.405,2021-12-01
20,9.26,1.19,0.392,2021-12-02
10,8.93,1.21,0.371,2021-12-03
94,4.88,0.8,0.371,2021-12-04
84,5.52,0.78,0.374,2021-12-05
30,8.56,1.17,0.367,2021-12-06
56,6.4,1.14,0.352,2021-12-07
91,6.94,0.94,0.374,2021-12-08
55,6.63,0.98,0.389,2021-12-09
29,8.79,1.18,0.368,2021-12-10
88,6.64,0.93,0.358,2021-12-11
61,7.81,1.2,0.351,2021-12-12
41,7.86,1.05,0.336,2021-12-13
100,1.34,0.28,0.358,2021-12-14
100,1.52,0.32,0.412,2021-12-15
94,2.23,0.36,0.395,2021-12-16
92,1.32,0.26,0.393,2021-12-17
98,2.68,0.39,0.393,2021-12-18
96,6.36,0.73,0.378,2021-12-19
94,4.57,0.64,0.375,2021-12-20
94,5.05,0.5,0.369,2021-12-21
98,3.57,0.4,0.358,2021-12-22
73,6.54,0.58,0.354,2021-12-23
69,8.08,0.72,0.351,2021-12-24
54,8.55,0.97,0.349,2021-12-25
77,6.8,0.72,0.352,2021-12-26
95,7.13,0.83,0.363,2021-12-27
51,8.27,0.95,0.361,2021-12-28
50,7.75,0.83,0.354,2021-12-29
73,8.09,0.95,0.347,2021-12-30
61,6.05,0.73,0.34,2021-12-31
100,1.75,0.33,0.359,2022-01-01
95,2.13,0.38,0.41,2022-01-02
82,8.15,1.05,0.382,2022-01-03
91,3.41,0.52,0.379,2022-01-04
35,8.74,1.1,0.376,2022-01-05
37,8.61,1.15,0.37,2022-01-06
91,5.92,0.8,0.364,2022-01-07
85,7.47,0.88,0.355,2022-01-08
70,8.46,1.2,0.353,2022-01-09
87,6.97,1.01,0.356,2022-01-10
82,5.31,0.65,0.363,2022-01-11
100,1.5,0.32,0.386,2022-01-12
97,4.2,0.52,0.375,2022-01-13
52,7.76,0.85,0.365,2022-01-14
91,3.95,0.48,0.36,2022-01-15
89,4.91,0.5,0.357,2022-01-16
72,9.72,0.99,0.353,2022-01-17
99,3.11,0.39,0.35,2022-01-18
97,5.97,0.53,0.347,2022-01-19
46,9.87,0.94,0.344,2022-01-20
55,9.19,0.79,0.354,2022-01-21
100,3.19,0.4,0.354,2022-01-22
100,5.0,0.51,0.353,2022-01-23
96,8.25,0.78,0.347,2022-01-24
69,9.95,0.71,0.346,2022-01-25
96,7.21,0.59,0.346,2022-01-26
100,3.79,0.42,0.35,2022-01-27
53,11.39,0.91,0.344,2022-01-28
100,6.71,0.74,0.335,2022-01-29
87,11.46,0.95,0.338,2022-01-30
48,10.56,1.04,0.339,2022-01-31
76,9.66,0.88,0.337,2022-02-01
100,4.35,0.59,0.355,2022-02-02
100,4.65,0.63,0.408,2022-02-03
99,6.34,0.68,0.397,2022-02-04
39,12.82,1.34,0.391,2022-02-05
57,3.61,0.47,0.39,2022-02-06
25,12.91,1.51,0.392,2022-02-07
99,6.31,0.84,0.414,2022-02-08
99,2.88,0.47,0.419,2022-02-09
84,7.65,0.98,0.4,2022-02-10
19,13.32,1.64,0.389,2022-02-11
23,13.45,1.81,0.381,2022-02-12
98,10.47,1.23,0.377,2022-02-13
93,4.04,0.6,0.373,2022-02-14
83,10.06,1.27,0.366,2022-02-15
47,14.0,1.75,0.358,2022-02-16
45,14.21,1.83,0.357,2022-02-17
96,2.27,0.46,0.381,2022-02-18
52,12.28,1.52,0.393,2022-02-19
74,11.42,1.66,0.381,2022-02-20
59,12.09,1.81,0.372,2022-02-21
26,13.24,1.96,0.371,2022-02-22
57,13.37,1.88,0.376,2022-02-23
100,2.64,0.52,0.396,2022-02-24
100,2.21,0.42,0.413,2022-02-25
99,4.9,0.75,0.408,2022-02-26
75,13.54,1.83,0.392,2022-02-27
73,11.1,1.56,0.399,2022-02-28
82,11.87,1.47,0.399,2022-03-01
100,9.96,1.31,0.386,2022-03-02
100,5.45,0.68,0.381,2022-03-03
99,11.79,1.39,0.388,2022-03-04
72,10.43,1.38,0.387,2022-03-05
37,14.81,1.9,0.38,2022-03-06
87,7.58,1.09,0.388,2022-03-07
94,10.38,1.39,0.397,2022-03-08
94,9.19,1.11,0.387,2022-03-09
99,9.75,1.11,0.379,2022-03-10
95,10.07,1.02,0.374,2022-03-11
58,16.72,1.56,0.369,2022-03-12
34,18.36,1.8,0.364,2022-03-13
66,14.34,1.51,0.36,2022-03-14
95,7.75,0.96,0.357,2022-03-15
43,19.89,2.4,0.355,2022-03-16
85,14.61,1.74,0.351,2022-03-17
90,13.06,1.26,0.342,2022-03-18
84,14.91,1.4,0.341,2022-03-19
89,8.82,1.0,0.343,2022-03-20
86,9.0,1.12,0.343,2022-03-21
66,14.07,1.78,0.342,2022-03-22
66,9.42,1.29,0.339,2022-03-23
100,5.24,0.79,0.337,2022-03-24
71,17.79,2.32,0.334,2022-03-25
77,10.51,1.3,0.32,2022-03-26
41,21.36,2.92,0.32,2022-03-27
10,21.21,3.2,0.308,2022-03-28
95,14.22,2.46,0.299,2022-03-29
41,19.72,3.2,0.296,2022-03-30
89,21.13,3.91,0.279,2022-03-31
93,13.1,2.97,0.279,2022-04-01
57,21.15,4.29,0.306,2022-04-02
54,15.69,2.51,0.312,2022-04-03
70,19.26,2.68,0.321,2022-04-04
100,4.87,0.86,0.388,2022-04-05
29,21.48,3.32,0.363,2022-04-06
46,20.95,3.66,0.342,2022-04-07
63,13.98,2.1,0.395,2022-04-08
32,23.73,4.14,0.37,2022-04-09
47,20.84,3.91,0.358,2022-04-10
73,14.56,2.18,0.358,2022-04-11
81,12.7,1.57,0.399,2022-04-12
72,16.34,2.01,0.381,2022-04-13
73,18.59,2.72,0.364,2022-04-14
29,20.66,3.31,0.329,2022-04-15
42,24.11,4.05,0.318,2022-04-16
95,13.02,2.38,0.315,2022-04-17
76,19.74,3.15,0.363,2022-04-18
99,15.01,2.26,0.4,2022-04-19
50,22.11,3.26,0.384,2022-04-20
40,18.58,2.56,0.369,2022-04-21
40,24.93,4.18,0.354,2022-04-22
69,23.48,4.41,0.345,2022-04-23
5,25.5,4.63,0.334,2022-04-24
52,24.45,4.57,0.312,2022-04-25
73,24.49,4.53,0.287,2022-04-26
66,23.73,4.38,0.27,2022-04-27
30,22.71,4.22,0.255,2022-04-28
68,22.7,4.05,0.249,2022-04-29
100,6.48,1.35,0.26,2022-04-30
88,6.1,1.24,0.289,2022-05-01
37,25.41,4.17,0.286,2022-05-02
92,13.06,2.29,0.299,2022-05-03
96,9.64,1.64,0.329,2022-05-04
79,13.92,2.16,0.338,2022-05-05
99,9.78,1.64,0.347,2022-05-06
93,9.38,1.65,0.324,2022-05-07
45,24.43,3.98,0.302,2022-05-08
11,26.41,4.36,0.283,2022-05-09
23,27.07,4.49,0.272,2022-05-10
39,27.81,4.7,0.246,2022-05-11
34,24.83,4.3,0.24,2022-05-12
10,28.88,5.33,0.231,2022-05-13
38,25.69,4.87,0.222,2022-05-14
18,25.75,4.73,0.217,2022-05-15
63,20.62,4.01,0.213,2022-05-16
15,27.14,4.95,0.208,2022-05-17
32,26.91,5.08,0.202,2022-05-18
95,17.91,2.83,0.199,2022-05-19
42,26.6,4.51,0.197,2022-05-20
0,29.67,5.43,0.19,2022-05-21
11,29.09,5.63,0.183,2022-05-22
86,15.29,2.68,0.199,2022-05-23
42,25.69,4.26,0.232,2022-05-24
31,24.57,4.62,0.226,2022-05-25
12,29.04,5.69,0.207,2022-05-26
12,26.73,5.15,0.196,2022-05-27
10,28.83,5.59,0.185,2022-05-28
44,27.24,5.69,0.177,2022-05-29
30,26.02,5.7,0.184,2022-05-30
33,26.32,5.2,0.186,2022-05-31
42,24.11,4.74,0.178,2022-06-01
72,27.6,5.56,0.169,2022-06-02
69,27.21,5.33,0.162,2022-06-03
52,25.21,5.04,0.159,2022-06-04
38,25.55,5.12,0.161,2022-06-05
48,24.18,4.64,0.165,2022-06-06
70,19.25,3.61,0.199,2022-06-07
80,22.08,4.1,0.273,2022-06-08
58,26.05,4.84,0.286,2022-06-09
52,24.96,4.74,0.27,2022-06-10
80,16.75,3.31,0.296,2022-06-11
94,17.49,3.26,0.319,2022-06-12
73,19.9,3.7,0.339,2022-06-13
63,24.31,4.65,0.303,2022-06-14
37,25.43,4.73,0.302,2022-06-15
73,23.9,4.52,0.308,2022-06-16
55,21.24,3.92,0.293,2022-06-17
60,26.15,5.04,0.305,2022-06-18
61,19.52,3.72,0.336,2022-06-19
47,27.87,5.44,0.312,2022-06-20
82,16.25,3.0,0.374,2022-06-21
36,22.48,4.07,0.35,2022-06-22
56,26.29,4.95,0.325,2022-06-23
87,16.21,2.84,0.323,2022-06-24
91,11.32,2.06,0.382,2022-06-25
91,15.29,2.67,0.393,2022-06-26
100,5.08,1.1,0.41,2022-06-27
82,12.11,2.22,0.414,2022-06-28
76,18.48,3.44,0.399,2022-06-29
87,19.91,3.69,0.39,2022-06-30
48,25.24,4.87,0.374,2022-07-01
26,25.42,4.96,0.352,2022-07-02
0,31.15,5.87,0.32,2022-07-03
0,31.26,5.85,0.288,2022-07-04
0,30.82,5.9,0.252,2022-07-05
3,30.58,6.01,0.234,2022-07-06
60,25.4,5.0,0.219,2022-07-07
51,26.05,5.13,0.21,2022-07-08
60,24.06,4.7,0.214,2022-07-09
96,13.23,2.51,0.374,2022-07-10
55,22.65,4.19,0.335,2022-07-11
55,22.54,4.26,0.315,2022-07-12
67,16.62,3.11,0.342,2022-07-13
19,27.81,5.21,0.345,2022-07-14
21,26.61,4.94,0.314,2022-07-15
45,26.51,5.15,0.31,2022-07-16
24,27.13,5.31,0.285,2022-07-17
31,26.88,5.13,0.271,2022-07-18
81,17.25,3.4,0.271,2022-07-19
22,24.74,4.76,0.266,2022-07-20
17,26.22,5.04,0.25,2022-07-21
14,27.62,5.2,0.237,2022-07-22
4,28.75,5.56,0.227,2022-07-23
7,27.64,5.35,0.207,2022-07-24
5,28.1,5.57,0.195,2022-07-25
14,24.67,4.88,0.193,2022-07-26
0,29.03,5.78,0.186,2022-07-27
0,28.43,5.84,0.175,2022-07-28
6,28.17,5.88,0.167,2022-07-29
1,28.44,5.94,0.161,2022-07-30
17,26.08,5.49,0.155,2022-07-31
67,17.86,3.75,0.153,2022-08-01
37,21.62,4.48,0.147,2022-08-02
46,24.31,5.0,0.141,2022-08-03
54,23.99,4.96,0.14,2022-08-04
79,16.2,3.36,0.156,2022-08-05
66,20.99,4.41,0.152,2022-08-06
49,21.33,4.49,0.165,2022-08-07
22,25.6,5.33,0.156,2022-08-08
23,23.83,5.07,0.149,2022-08-09
18,22.45,4.8,0.144,2022-08-10
54,22.48,4.41,0.143,2022-08-11
58,21.23,4.38,0.147,2022-08-12
69,21.39,4.5,0.146,2022-08-13
26,23.46,4.76,0.166,2022-08-14
71,17.31,3.48,0.27,2022-08-15
44,23.21,4.72,0.271,2022-08-16
7,23.85,4.94,0.24,2022-08-17
5,23.77,4.93,0.217,2022-08-18
30,21.37,4.23,0.207,2022-08-19
60,20.74,4.26,0.198,2022-08-20
51,22.02,4.7,0.186,2022-08-21
32,21.75,4.65,0.177,2022-08-22
20,22.56,5.0,0.17,2022-08-23
21,24.55,5.74,0.158,2022-08-24
73,17.13,3.62,0.155,2022-08-25
62,19.61,4.08,0.16,2022-08-26
43,18.93,3.97,0.164,2022-08-27
79,14.97,3.04,0.176,2022-08-28
38,22.12,4.56,0.171,2022-08-29
16,20.83,4.58,0.162,2022-08-30
16,20.86,4.45,0.153,2022-08-31
69,16.92,3.65,0.147,2022-09-01
36,20.94,4.48,0.152,2022-09-02
37,18.17,3.8,0.16,2022-09-03
61,18.53,3.63,0.191,2022-09-04
82,13.65,2.68,0.211,2022-09-05
66,13.4,2.76,0.206,2022-09-06
38,17.94,3.56,0.197,2022-09-07
0,22.88,4.17,0.186,2022-09-08
0,22.65,4.41,0.175,2022-09-09
0,22.05,4.5,0.167,2022-09-10
2,21.07,4.45,0.158,2022-09-11
56,12.43,2.36,0.18,2022-09-12
66,14.99,2.66,0.209,2022-09-13
49,18.07,3.28,0.2,2022-09-14
26,20.99,4.22,0.189,2022-09-15
24,20.55,4.54,0.185,2022-09-16
15,20.22,4.45,0.179,2022-09-17
29,19.35,4.21,0.174,2022-09-18
57,15.91,2.99,0.16,2022-09-19
59,14.54,2.78,0.151,2022-09-20
69,11.45,2.11,0.15,2022-09-21
66,13.07,2.2,0.179,2022-09-22
74,13.3,2.19,0.247,2022-09-23
52,15.34,2.57,0.242,2022-09-24
28,19.68,3.24,0.229,2022-09-25
43,19.34,3.43,0.221,2022-09-26
84,17.36,3.44,0.218,2022-09-27
68,11.85,2.48,0.221,2022-09-28
12,16.6,3.21,0.226,2022-09-29
3,18.16,3.51,0.219,2022-09-30
5,18.11,3.5,0.209,2022-10-01
81,9.93,2.08,0.226,2022-10-02
49,14.14,2.47,0.296,2022-10-03
67,12.31,2.12,0.273,2022-10-04
74,11.8,1.99,0.316,2022-10-05
54,12.06,2.26,0.289,2022-10-06
71,8.51,1.73,0.267,2022-10-07
98,4.22,0.87,0.282,2022-10-08
99,3.64,0.75,0.352,2022-10-09
75,10.97,1.93,0.34,2022-10-10
100,14.37,2.37,0.315,2022-10-11
97,11.28,2.0,0.297,2022-10-12
78,14.8,2.45,0.284,2022-10-13
98,12.44,2.12,0.268,2022-10-14
85,13.01,2.32,0.265,2022-10-15
100,4.73,0.91,0.297,2022-10-16
95,5.9,1.23,0.346,2022-10-17
32,12.91,2.19,0.33,2022-10-18
42,14.31,2.32,0.321,2022-10-19
87,8.36,1.43,0.32,2022-10-20
48,7.96,1.2,0.316,2022-10-21
2,15.08,2.11,0.306,2022-10-22
39,11.96,2.03,0.297,2022-10-23
40,10.55,1.65,0.293,2022-10-24
2,13.99,2.14,0.283,2022-10-25
47,12.21,2.02,0.281,2022-10-26
55,10.45,1.7,0.285,2022-10-27
15,13.03,1.94,0.276,2022-10-28
43,13.36,1.93,0.266,2022-10-29
0,13.27,1.95,0.251,2022-10-30
46,9.86,1.62,0.24,2022-10-31
53,11.53,1.76,0.229,2022-11-01
8,12.63,2.03,0.226,2022-11-02
29,11.94,1.93,0.228,2022-11-03
58,10.84,1.74,0.224,2022-11-04
58,11.03,1.82,0.223,2022-11-05
43,11.94,2.0,0.23,2022-11-06
98,11.1,1.93,0.234,2022-11-07
100,3.65,0.68,0.247,2022-11-08
39,11.45,1.57,0.255,2022-11-09
0,11.47,1.58,0.25,2022-11-10
3,11.25,1.57,0.245,2022-11-11
43,11.03,1.48,0.237,2022-11-12
18,11.04,1.56,0.241,2022-11-13
56,9.14,1.23,0.244,2022-11-14
92,9.44,1.28,0.245,2022-11-15
45,10.62,1.44,0.255,2022-11-16
75,6.57,1.0,0.264,2022-11-17
84,7.54,1.32,0.28,2022-11-18
39,9.09,1.66,0.29,2022-11-19
89,9.14,1.61,0.283,2022-11-20
96,4.67,1.16,0.28,2022-11-21
76,8.0,1.18,0.306,2022-11-22
91,9.23,1.47,0.303,2022-11-23
100,2.87,0.56,0.308,2022-11-24
99,2.61,0.49,0.393,2022-11-25
100,1.68,0.37,0.397,2022-11-26
62,6.81,0.87,0.373,2022-11-27
64,9.35,1.1,0.353,2022-11-28
81,6.96,0.94,0.345,2022-11-29
52,9.06,1.17,0.346,2022-11-30
70,8.03,1.1,0.341,2022-12-01
44,8.46,1.14,0.356,2022-12-02
88,2.82,0.45,0.373,2022-12-03
66,7.03,0.93,0.37,2022-12-04
88,7.8,0.94,0.357,2022-12-05
72,7.38,0.91,0.352,2022-12-06
73,8.03,0.96,0.344,2022-12-07
38,8.76,1.05,0.338,2022-12-08
85,6.09,0.81,0.334,2022-12-09
98,4.06,0.66,0.334,2022-12-10
100,3.48,0.64,0.347,2022-12-11
94,6.06,0.91,0.385,2022-12-12
94,2.46,0.44,0.385,2022-12-13
77,5.6,0.69,0.392,2022-12-14
100,4.49,0.62,0.38,2022-12-15
81,7.93,1.1,0.394,2022-12-16
64,8.33,1.08,0.379,2022-12-17
80,8.19,1.11,0.37,2022-12-18
100,1.09,0.29,0.376,2022-12-19
41,8.18,0.92,0.373,2022-12-20
6,8.59,0.89,0.364,2022-12-21
8,8.59,0.95,0.359,2022-12-22
0,8.62,0.94,0.353,2022-12-23
30,8.24,0.92,0.346,2022-12-24
94,1.2,0.27,0.365,2022-12-25
100,1.44,0.29,0.417,2022-12-26
48,8.43,0.94,0.394,2022-12-27
96,2.4,0.39,0.403,2022-12-28
57,7.78,0.89,0.389,2022-12-29
6,8.63,0.97,0.377,2022-12-30
48,8.14,0.98,0.369,2022-12-31
3,8.83,1.0,0.364,2023-01-01
0,9.04,1.1,0.361,2023-01-02
0,9.12,1.21,0.357,2023-01-03
31,8.77,1.2,0.355,2023-01-04
75,7.71,0.86,0.353,2023-01-05
96,1.77,0.3,0.379,2023-01-06
80,5.19,0.69,0.391,2023-01-07
24,7.86,0.88,0.378,2023-01-08
0,9.34,1.09,0.369,2023-01-09
46,9.49,1.19,0.362,2023-01-10
96,5.98,0.82,0.359,2023-01-11
99,7.03,0.99,0.356,2023-01-12
90,7.51,0.94,0.355,2023-01-13
66,8.04,0.97,0.354,2023-01-14
65,8.38,0.97,0.352,2023-01-15
3,9.89,1.2,0.35,2023-01-16
53,9.28,1.39,0.348,2023-01-17
48,9.68,1.46,0.34,2023-01-18
74,9.39,1.39,0.335,2023-01-19
16,10.54,1.72,0.335,2023-01-20
1,10.34,1.44,0.334,2023-01-21
16,10.53,1.35,0.334,2023-01-22
44,10.55,1.36,0.333,2023-01-23
83,8.62,1.04,0.334,2023-01-24
85,4.64,0.64,0.33,2023-01-25
21,11.06,1.31,0.33,2023-01-26
99,4.19,0.68,0.337,2023-01-27
79,8.56,1.12,0.346,2023-01-28
100,3.81,0.53,0.368,2023-01-29
98,5.86,0.73,0.354,2023-01-30
93,5.18,0.68,0.349,2023-01-31
98,3.76,0.53,0.346,2023-02-01
70,6.15,0.77,0.349,2023-02-02
95,8.61,1.04,0.344,2023-02-03
96,8.64,0.98,0.343,2023-02-04
65,11.12,1.28,0.339,2023-02-05
100,3.63,0.57,0.337,2023-02-06
99,5.26,0.65,0.332,2023-02-07
100,3.65,0.49,0.33,2023-02-08
100,5.04,0.62,0.329,2023-02-09
98,5.32,0.67,0.326,2023-02-10
81,7.26,0.83,0.322,2023-02-11
82,12.36,1.26,0.32,2023-02-12
72,10.56,1.22,0.32,2023-02-13
76,12.19,1.34,0.32,2023-02-14
97,6.25,0.7,0.32,2023-02-15
85,5.74,0.67,0.32,2023-02-16
42,14.56,1.76,0.325,2023-02-17
85,9.6,1.56,0.338,2023-02-18
80,7.96,1.35,0.362,2023-02-19
90,2.16,0.38,0.392,2023-02-20
44,14.57,1.97,0.392,2023-02-21
21,14.34,2.04,0.377,2023-02-22
45,11.85,1.65,0.369,2023-02-23
62,13.27,1.77,0.365,2023-02-24
34,14.93,2.33,0.359,2023-02-25
67,15.7,2.63,0.356,2023-02-26
100,12.82,2.28,0.343,2023-02-27
100,9.4,1.68,0.352,2023-02-28
94,12.81,1.98,0.38,2023-03-01
100,7.48,1.21,0.389,2023-03-02
93,9.45,1.39,0.38,2023-03-03
98,11.75,1.77,0.372,2023-03-04
98,10.39,1.57,0.381,2023-03-05
65,7.95,1.06,0.421,2023-03-06
68,13.55,2.11,0.4,2023-03-07
56,13.63,2.06,0.391,2023-03-08
82,12.75,2.01,0.392,2023-03-09
100,6.96,1.34,0.387,2023-03-10
100,8.0,1.43,0.377,2023-03-11
100,4.66,0.81,0.419,2023-03-12
100,6.66,1.08,0.409,2023-03-13
70,16.23,2.1,0.395,2023-03-14
60,17.44,2.59,0.387,2023-03-15
52,11.73,1.75,0.392,2023-03-16
100,4.72,0.82,0.408,2023-03-17
