epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
68,10814.4,1.15978,0.77152,1.19105,0.77186,0.73541,0.7892,0.45279,1.4462,0.90852,1.29919,0.0124438,0.00414793,0.0124438,0.00414793,0.0124438,0.00414793,0.0124438,0.00414793
69,13478.6,1.16614,0.77295,1.19218,0.79165,0.72073,0.78406,0.45417,1.44336,0.90884,1.3061,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084
69,11030.6,1.16004,0.77222,1.18769,0.77372,0.73333,0.78897,0.45266,1.44692,0.9063,1.29907,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084
70,13680.7,1.14913,0.75881,1.18189,0.79353,0.7205,0.78457,0.45484,1.44262,0.90671,1.30679,0.0116833,0.00389445,0.0116833,0.00389445,0.0116833,0.00389445,0.0116833,0.00389445
70,11184.9,1.15979,0.77024,1.18603,0.77601,0.73015,0.78898,0.45247,1.44719,0.90509,1.29939,0.0116833,0.00389445,0.0116833,0.00389445,0.0116833,0.00389445,0.0116833,0.00389445
71,13834.4,1.14853,0.76226,1.1816,0.79351,0.72154,0.78468,0.45525,1.44283,0.90466,1.30788,0.0113065,0.00376885,0.0113065,0.00376885,0.0113065,0.00376885,0.0113065,0.00376885
71,11339.3,1.15514,0.7662,1.1877,0.78166,0.72701,0.78913,0.45302,1.44792,0.90417,1.30028,0.0113065,0.00376885,0.0113065,0.00376885,0.0113065,0.00376885,0.0113065,0.00376885
72,13988.9,1.14299,0.75636,1.182,0.79391,0.72242,0.78514,0.4553,1.44187,0.90257,1.30816,0.0109324,0.00364412,0.0109324,0.00364412,0.0109324,0.00364412,0.0109324,0.00364412
72,11487.1,1.14203,0.74915,1.17604,0.77884,0.72783,0.78952,0.45255,1.44776,0.90331,1.30043,0.0109324,0.00364412,0.0109324,0.00364412,0.0109324,0.00364412,0.0109324,0.00364412
73,14136.1,1.13881,0.75538,1.17272,0.79364,0.72194,0.78439,0.45498,1.44188,0.90168,1.30923,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
73,11632.7,1.13108,0.74275,1.17197,0.78184,0.72596,0.78976,0.4529,1.4469,0.90202,1.29979,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
74,14281.3,1.12042,0.73312,1.16012,0.79136,0.72443,0.7853,0.45534,1.44231,0.89998,1.31059,0.010193,0.00339766,0.010193,0.00339766,0.010193,0.00339766,0.010193,0.00339766
74,11781.3,1.13176,0.7431,1.16654,0.78626,0.72271,0.7901,0.45292,1.44823,0.90048,1.30084,0.010193,0.00339766,0.010193,0.00339766,0.010193,0.00339766,0.010193,0.00339766
75,14429.6,1.11261,0.72827,1.15901,0.79289,0.72266,0.78512,0.45503,1.44175,0.89905,1.31061,0.00982824,0.00327608,0.00982824,0.00327608,0.00982824,0.00327608,0.00982824,0.00327608
75,11929.4,1.11477,0.72424,1.16205,0.78831,0.72389,0.79052,0.45324,1.4494,0.89983,1.30149,0.00982824,0.00327608,0.00982824,0.00327608,0.00982824,0.00327608,0.00982824,0.00327608
76,14579.1,1.10521,0.71678,1.15584,0.79189,0.72535,0.78462,0.45528,1.44155,0.89762,1.31159,0.00946715,0.00315572,0.00946715,0.00315572,0.00946715,0.00315572,0.00946715,0.00315572
76,12075.2,1.11929,0.73191,1.16231,0.78847,0.72409,0.78981,0.4531,1.45005,0.89862,1.30226,0.00946715,0.00315572,0.00946715,0.00315572,0.00946715,0.00315572,0.00946715,0.00315572
77,14724.4,1.10677,0.71493,1.15338,0.79237,0.72609,0.78557,0.45515,1.4414,0.89522,1.31222,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665
77,12221.3,1.11042,0.7191,1.15719,0.78731,0.72772,0.79028,0.45355,1.44988,0.8979,1.30236,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665
78,14870.9,1.1021,0.71619,1.15352,0.79093,0.72556,0.78565,0.45539,1.44147,0.89388,1.31273,0.00875691,0.00291897,0.00875691,0.00291897,0.00875691,0.00291897,0.00875691,0.00291897
78,12367.6,1.10697,0.71733,1.15745,0.78901,0.72559,0.78983,0.45345,1.45115,0.89707,1.30257,0.00875691,0.00291897,0.00875691,0.00291897,0.00875691,0.00291897,0.00875691,0.00291897
79,15016.3,1.09797,0.70616,1.14819,0.78797,0.72769,0.78653,0.45552,1.44119,0.89229,1.31308,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275
79,12513,1.09977,0.7099,1.14944,0.78741,0.7254,0.7892,0.45358,1.45204,0.89582,1.30355,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275
80,15162.1,1.08911,0.70264,1.14613,0.78841,0.72613,0.78649,0.45532,1.44129,0.89164,1.31357,0.00806419,0.00268806,0.00806419,0.00268806,0.00806419,0.00268806,0.00806419,0.00268806
80,12663.2,1.09647,0.70165,1.1491,0.79076,0.72421,0.78951,0.45339,1.45069,0.89425,1.30425,0.00806419,0.00268806,0.00806419,0.00268806,0.00806419,0.00268806,0.00806419,0.00268806
81,15310.8,1.07921,0.69093,1.13777,0.79001,0.72428,0.78527,0.45531,1.44024,0.8899,1.31345,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
81,12808.3,1.09241,0.69709,1.14437,0.79241,0.7223,0.78936,0.45328,1.4515,0.89305,1.30488,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
82,15455.7,1.08121,0.68941,1.14027,0.79182,0.72402,0.78683,0.45532,1.44041,0.88913,1.31432,0.0073909,0.00246363,0.0073909,0.00246363,0.0073909,0.00246363,0.0073909,0.00246363
82,12953.9,1.08754,0.69712,1.14196,0.79308,0.72235,0.78924,0.45324,1.45217,0.89144,1.30583,0.0073909,0.00246363,0.0073909,0.00246363,0.0073909,0.00246363,0.0073909,0.00246363
83,15600.6,1.07483,0.68366,1.1368,0.79296,0.72436,0.78692,0.45525,1.44069,0.88907,1.31497,0.00706211,0.00235404,0.00706211,0.00235404,0.00706211,0.00235404,0.00706211,0.00235404
83,13099.9,1.07526,0.68613,1.13842,0.79042,0.72786,0.78938,0.45337,1.45282,0.8898,1.30741,0.00706211,0.00235404,0.00706211,0.00235404,0.00706211,0.00235404,0.00706211,0.00235404
84,15745.8,1.05967,0.6672,1.1286,0.79339,0.72177,0.78649,0.4553,1.44148,0.88966,1.31538,0.00673887,0.00224629,0.00673887,0.00224629,0.00673887,0.00224629,0.00673887,0.00224629
84,13245.1,1.06523,0.68675,1.13186,0.78743,0.73043,0.78967,0.45343,1.45167,0.88804,1.30744,0.00673887,0.00224629,0.00673887,0.00224629,0.00673887,0.00224629,0.00673887,0.00224629
85,15891.1,1.06164,0.67208,1.12788,0.7818,0.73596,0.78693,0.45538,1.44165,0.88821,1.31564,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046
85,13391,1.06252,0.67479,1.12721,0.78475,0.73163,0.78927,0.45321,1.45209,0.88661,1.30844,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046
86,16036.7,1.05582,0.66892,1.12774,0.78252,0.73476,0.78694,0.45525,1.44245,0.88909,1.31616,0.00610989,0.00203663,0.00610989,0.00203663,0.00610989,0.00203663,0.00610989,0.00203663
86,13536.1,1.06228,0.66672,1.12677,0.78724,0.72897,0.78954,0.45306,1.45242,0.88529,1.30992,0.00610989,0.00203663,0.00610989,0.00203663,0.00610989,0.00203663,0.00610989,0.00203663
87,16181.1,1.04968,0.65684,1.11992,0.78255,0.73461,0.78715,0.45563,1.44453,0.88829,1.3164,0.00580459,0.00193486,0.00580459,0.00193486,0.00580459,0.00193486,0.00580459,0.00193486
87,13695.7,1.04277,0.65681,1.11707,0.7863,0.73057,0.78906,0.45339,1.4533,0.88352,1.31112,0.00580459,0.00193486,0.00580459,0.00193486,0.00580459,0.00193486,0.00580459,0.00193486
88,16339.5,1.04836,0.6588,1.11945,0.78652,0.73222,0.78698,0.45523,1.44403,0.88813,1.31743,0.0055057,0.00183523,0.0055057,0.00183523,0.0055057,0.00183523,0.0055057,0.00183523
88,13841.7,1.04651,0.66003,1.11944,0.79152,0.72767,0.78876,0.45309,1.45432,0.88161,1.31185,0.0055057,0.00183523,0.0055057,0.00183523,0.0055057,0.00183523,0.0055057,0.00183523
89,16485.6,1.03649,0.64829,1.11081,0.78212,0.73391,0.78593,0.45505,1.44512,0.88734,1.31821,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378
89,13990,1.04019,0.65405,1.11561,0.79102,0.7276,0.78837,0.45309,1.45453,0.87951,1.31332,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378
90,16632.6,1.02886,0.64055,1.10872,0.78217,0.73521,0.78602,0.45548,1.44532,0.88615,1.31916,0.00492793,0.00164264,0.00492793,0.00164264,0.00492793,0.00164264,0.00492793,0.00164264
90,14141.2,1.03971,0.65426,1.11221,0.79699,0.72399,0.78873,0.45354,1.45441,0.87828,1.31401,0.00492793,0.00164264,0.00492793,0.00164264,0.00492793,0.00164264,0.00492793,0.00164264
91,16783.6,1.02468,0.643,1.10784,0.78213,0.73527,0.78653,0.45562,1.4461,0.8861,1.32025,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982
91,14286,1.02235,0.63626,1.10201,0.79842,0.72416,0.78954,0.45339,1.45452,0.8767,1.31497,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982
92,16928.2,1.0215,0.63371,1.10363,0.78274,0.73513,0.78662,0.45576,1.44667,0.88599,1.32145,0.00437819,0.0014594,0.00437819,0.0014594,0.00437819,0.0014594,0.00437819,0.0014594
92,14431.4,1.01529,0.63465,1.10149,0.79705,0.72536,0.78919,0.45378,1.45446,0.8765,1.31583,0.00437819,0.0014594,0.00437819,0.0014594,0.00437819,0.0014594,0.00437819,0.0014594
93,17071.4,1.01341,0.63481,1.10222,0.78384,0.73287,0.78609,0.45541,1.44732,0.88547,1.32216,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143
93,14578.1,1.00899,0.62802,1.09961,0.80038,0.72217,0.78885,0.45401,1.4545,0.87621,1.31673,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143
94,17216.6,1.01219,0.63139,1.10116,0.78293,0.73384,0.78551,0.45461,1.44652,0.88561,1.32262,0.00385797,0.00128599,0.00385797,0.00128599,0.00385797,0.00128599,0.00385797,0.00128599
94,14728.7,1.01334,0.62691,1.09866,0.80132,0.72231,0.78886,0.45409,1.45407,0.87618,1.31827,0.00385797,0.00128599,0.00385797,0.00128599,0.00385797,0.00128599,0.00385797,0.00128599
95,17365.5,1.00404,0.62345,1.09362,0.78547,0.72947,0.78567,0.45487,1.44735,0.88651,1.32343,0.00360938,0.00120313,0.00360938,0.00120313,0.00360938,0.00120313,0.00360938,0.00120313
95,14880.7,1.00633,0.62748,1.09946,0.80199,0.72584,0.78907,0.45377,1.45316,0.87571,1.31967,0.00360938,0.00120313,0.00360938,0.00120313,0.00360938,0.00120313,0.00360938,0.00120313
96,17516.9,1.00609,0.62556,1.09247,0.78862,0.72717,0.78563,0.45466,1.44807,0.88563,1.32413,0.0033687,0.0011229,0.0033687,0.0011229,0.0033687,0.0011229,0.0033687,0.0011229
96,15033.4,1.00582,0.62167,1.09482,0.80039,0.72605,0.78863,0.4533,1.45431,0.87425,1.32139,0.0033687,0.0011229,0.0033687,0.0011229,0.0033687,0.0011229,0.0033687,0.0011229
97,17668.9,0.99272,0.61421,1.08667,0.79153,0.7252,0.78578,0.45471,1.449,0.88611,1.32596,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
97,15185.2,0.99983,0.61809,1.09264,0.78825,0.73451,0.78961,0.4532,1.45501,0.87427,1.32286,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
98,17819.7,0.98969,0.60745,1.08753,0.79203,0.72682,0.78613,0.4544,1.44971,0.88553,1.32725,0.00291173,0.000970575,0.00291173,0.000970575,0.00291173,0.000970575,0.00291173,0.000970575
98,15328.7,0.99226,0.61335,1.08743,0.79399,0.73124,0.78925,0.45283,1.45685,0.87365,1.32488,0.00291173,0.000970575,0.00291173,0.000970575,0.00291173,0.000970575,0.00291173,0.000970575
99,17962.2,0.98441,0.60921,1.08684,0.79249,0.72666,0.78476,0.45393,1.4517,0.88658,1.32827,0.00269574,0.000898581,0.00269574,0.000898581,0.00269574,0.000898581,0.00269574,0.000898581
99,15481.8,0.99089,0.61405,1.08868,0.79329,0.73222,0.78878,0.45299,1.4593,0.87195,1.32634,0.00269574,0.000898581,0.00269574,0.000898581,0.00269574,0.000898581,0.00269574,0.000898581
100,18115.1,0.9735,0.59915,1.08033,0.7991,0.72112,0.78443,0.45375,1.45179,0.88706,1.32866,0.00248829,0.000829431,0.00248829,0.000829431,0.00248829,0.000829431,0.00248829,0.000829431
100,15625,0.98718,0.61135,1.08764,0.79453,0.73367,0.7882,0.45256,1.45881,0.87132,1.32699,0.00248829,0.000829431,0.00248829,0.000829431,0.00248829,0.000829431,0.00248829,0.000829431
101,18257.8,0.97591,0.60659,1.08226,0.7979,0.72315,0.78484,0.45372,1.45238,0.88755,1.32951,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174
101,15768,0.97545,0.5965,1.08085,0.7935,0.7326,0.7876,0.45306,1.45947,0.86965,1.32791,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174
102,18399.9,0.97594,0.6028,1.08083,0.80244,0.71935,0.78376,0.45327,1.45359,0.88689,1.33039,0.00209957,0.000699855,0.00209957,0.000699855,0.00209957,0.000699855,0.00209957,0.000699855
102,15914.2,0.97761,0.60224,1.08048,0.79326,0.73253,0.78746,0.45261,1.4605,0.86904,1.32956,0.00209957,0.000699855,0.00209957,0.000699855,0.00209957,0.000699855,0.00209957,0.000699855
103,18548.2,0.96518,0.59452,1.07563,0.80157,0.71927,0.78344,0.45331,1.45379,0.88835,1.33246,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518
103,16057.8,0.9777,0.60335,1.08446,0.79005,0.73622,0.78445,0.45125,1.46205,0.86909,1.33073,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518
104,18691.1,0.96943,0.60061,1.07816,0.80666,0.71437,0.78314,0.45319,1.4542,0.88748,1.33387,0.00174661,0.000582203,0.00174661,0.000582203,0.00174661,0.000582203,0.00174661,0.000582203
104,16202.2,0.97227,0.59192,1.0782,0.79126,0.73627,0.78494,0.4515,1.46129,0.86876,1.33205,0.00174661,0.000582203,0.00174661,0.000582203,0.00174661,0.000582203,0.00174661,0.000582203
105,18834.8,0.96035,0.5901,1.07105,0.80659,0.71347,0.78256,0.45304,1.45573,0.88779,1.33519,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795
105,16346,0.96981,0.59699,1.07682,0.78647,0.73977,0.78499,0.45153,1.46241,0.86896,1.33273,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795
106,18977.7,0.88425,0.46599,1.01767,0.80382,0.7177,0.78243,0.4525,1.45734,0.88734,1.33635,0.00143039,0.000476796,0.00143039,0.000476796,0.00143039,0.000476796,0.00143039,0.000476796
106,16490.6,0.88523,0.46275,1.01522,0.78953,0.74011,0.7856,0.45156,1.46214,0.86941,1.33376,0.00143039,0.000476796,0.00143039,0.000476796,0.00143039,0.000476796,0.00143039,0.000476796
107,19121.3,0.86938,0.45002,1.00644,0.80437,0.71769,0.78234,0.45256,1.45819,0.88609,1.338,0.00128633,0.000428777,0.00128633,0.000428777,0.00128633,0.000428777,0.00128633,0.000428777
107,16638.5,0.87511,0.45468,1.00891,0.79007,0.73962,0.7856,0.45156,1.46345,0.8691,1.33558,0.00128633,0.000428777,0.00128633,0.000428777,0.00128633,0.000428777,0.00128633,0.000428777
108,19268,0.86414,0.45028,1.0042,0.80383,0.71913,0.78233,0.45245,1.46008,0.88583,1.3399,0.00115177,0.000383925,0.00115177,0.000383925,0.00115177,0.000383925,0.00115177,0.000383925
108,16780.9,0.86173,0.44682,1.00309,0.79254,0.73771,0.78528,0.4515,1.46493,0.86905,1.3372,0.00115177,0.000383925,0.00115177,0.000383925,0.00115177,0.000383925,0.00115177,0.000383925
109,19410,0.85001,0.44225,0.99875,0.80217,0.72089,0.78226,0.45248,1.46285,0.88419,1.34185,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
109,16927.3,0.85811,0.44548,1.00414,0.79208,0.73524,0.78507,0.45124,1.46545,0.86874,1.33945,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
110,19556,0.84902,0.43849,0.99669,0.80163,0.72062,0.78155,0.45186,1.46352,0.88304,1.34295,0.000911527,0.000303842,0.000911527,0.000303842,0.000911527,0.000303842,0.000911527,0.000303842
110,17071.4,0.85432,0.44481,1.00088,0.79535,0.73319,0.78484,0.45135,1.46779,0.86781,1.34121,0.000911527,0.000303842,0.000911527,0.000303842,0.000911527,0.000303842,0.000911527,0.000303842
111,19699.5,0.84393,0.43896,0.99314,0.79954,0.72297,0.78193,0.45195,1.46512,0.88235,1.34541,0.000806001,0.000268667,0.000806001,0.000268667,0.000806001,0.000268667,0.000806001,0.000268667
111,17213.4,0.84878,0.43917,0.99762,0.79849,0.73259,0.78496,0.4512,1.46983,0.86787,1.34364,0.000806001,0.000268667,0.000806001,0.000268667,0.000806001,0.000268667,0.000806001,0.000268667
112,19841.1,0.84307,0.43447,0.9921,0.78967,0.73103,0.78128,0.45147,1.46564,0.88263,1.34656,0.000710307,0.000236769,0.000710307,0.000236769,0.000710307,0.000236769,0.000710307,0.000236769
112,17358.6,0.84792,0.43822,0.9957,0.79476,0.73632,0.78512,0.45105,1.47091,0.86826,1.34532,0.000710307,0.000236769,0.000710307,0.000236769,0.000710307,0.000236769,0.000710307,0.000236769
113,19985.4,0.84162,0.43455,0.99311,0.78824,0.73059,0.78137,0.45085,1.46694,0.88223,1.34862,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169
113,17501.2,0.84368,0.43477,0.9939,0.79883,0.73183,0.78389,0.45119,1.47225,0.8682,1.34694,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169
114,20127.1,0.84025,0.42986,0.99176,0.78912,0.73072,0.78005,0.45047,1.46811,0.88322,1.35016,0.000548665,0.000182888,0.000548665,0.000182888,0.000548665,0.000182888,0.000548665,0.000182888
114,17643.9,0.84316,0.43513,0.99471,0.79937,0.73078,0.78379,0.45068,1.47355,0.86814,1.3494,0.000548665,0.000182888,0.000548665,0.000182888,0.000548665,0.000182888,0.000548665,0.000182888
115,20269.3,0.83666,0.43139,0.99242,0.79006,0.73153,0.78067,0.4498,1.46916,0.88312,1.35193,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943
115,17794.9,0.84435,0.43696,0.994,0.79894,0.72911,0.78495,0.45065,1.475,0.86837,1.35154,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943
116,20420.2,0.83567,0.43154,0.99122,0.78871,0.7335,0.77923,0.44917,1.46928,0.88341,1.35319,0.000427044,0.000142348,0.000427044,0.000142348,0.000427044,0.000142348,0.000427044,0.000142348
116,17936.7,0.8425,0.43281,0.99433,0.79997,0.729,0.78441,0.45038,1.47625,0.86846,1.35368,0.000427044,0.000142348,0.000427044,0.000142348,0.000427044,0.000142348,0.000427044,0.000142348
117,20562.2,0.82714,0.42602,0.98709,0.78776,0.73246,0.7788,0.44833,1.46989,0.884,1.35459,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117
117,18044.9,0.83738,0.42906,0.98947,0.79398,0.73426,0.78413,0.44994,1.47683,0.86837,1.35488,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117
118,18149.9,0.83128,0.43071,0.98708,0.79278,0.73534,0.78379,0.44965,1.4762,0.87026,1.35402,0.000345778,0.000115259,0.000345778,0.000115259,0.000345778,0.000115259,0.000345778,0.000115259
119,18255.3,0.83721,0.43202,0.99102,0.80035,0.72985,0.78057,0.44923,1.47656,0.87193,1.35578,0.000320351,0.000106784,0.000320351,0.000106784,0.000320351,0.000106784,0.000320351,0.000106784
